"","Start","ID","Type","Via","Altitude(ft/m)","Position (lat/long)","Distance (leg/total)","Name","URL"
"180","•","GUKUM","FIX","L628 (AWY-LO)","35,000 / 10,668","14.19556 / 116.91718","144  / 1244 nm","","https://flightplandatabase.com/plan/810235"
"181","•","IBOBI","FIX","L628 (AWY-LO)","35,000 / 10,668","14.31167 / 118.33581","82  / 1327 nm","","https://flightplandatabase.com/plan/810235"
"182","•","REKEL","FIX","A583 (AWY-LO)","35,000 / 10,668","13.59044 / 118.70886","48  / 1376 nm","","https://flightplandatabase.com/plan/810235"
"183","•","EXORA","FIX","M765 (AWY-LO)","35,000 / 10,668","14.05969 / 119.88243","74  / 1450 nm","","https://flightplandatabase.com/plan/810235"
"184","•","LBG","VOR","-","35,000 / 10,668","13.85412 / 120.10708","17  / 1468 nm","LUBANG VOR-DME","https://flightplandatabase.com/plan/810235"
"185","•","ABLBG","FIX","-","35,000 / 10,668","13.84360 / 120.11372","0  / 1468 nm","","https://flightplandatabase.com/plan/810235"
"186","•","BUCAL","FIX","-","35,000 / 10,668","13.59989 / 120.58223","31  / 1499 nm","","https://flightplandatabase.com/plan/810235"
"187","•","IBAGO","FIX","-","35,000 / 10,668","13.54354 / 121.30883","42  / 1542 nm","","https://flightplandatabase.com/plan/810235"
"188","•","LAIYA","FIX","-","35,000 / 10,668","13.57191 / 121.39457","5  / 1547 nm","","https://flightplandatabase.com/plan/810235"
"189","•","CONDE","FIX","-","35,000 / 10,668","13.68592 / 121.61290","14  / 1562 nm","","https://flightplandatabase.com/plan/810235"
"190","•","IPATA","FIX","-","35,000 / 10,668","13.86595 / 121.81334","15  / 1578 nm","","https://flightplandatabase.com/plan/810235"
"191","•","MBT","VOR","B462 (AWY-LO)","35,000 / 10,668","12.36923 / 123.63051","139  / 1717 nm","MASBATE VOR-DME","https://flightplandatabase.com/plan/810235"
"192","•","MASAG","FIX","B462 (AWY-LO)","35,000 / 10,668","11.49939 / 124.69965","81  / 1799 nm","","https://flightplandatabase.com/plan/810235"
"193","•","TAC","VOR","B462 (AWY-LO)","35,000 / 10,668","11.23200 / 125.02600","25  / 1824 nm","TACLOBAN VOR-DME","https://flightplandatabase.com/plan/810235"
"194","•","BARAS","FIX","R337 (AWY-LO)","35,000 / 10,668","11.07828 / 125.42025","24  / 1849 nm","","https://flightplandatabase.com/plan/810235"
"195","•","ISGOG","FIX","R337 (AWY-LO)","35,000 / 10,668","9.24500 / 130.00000","292  / 2141 nm","","https://flightplandatabase.com/plan/810235"
"196","•","ROR","NDB","R337 (AWY-LO)","35,000 / 10,668","7.36878 / 134.55031","292  / 2434 nm","KOROR NDB","https://flightplandatabase.com/plan/810235"
"197","•","700N13500E","LATLON","-","35,000 / 10,668","7.00000 / 135.00000","34  / 2469 nm","","https://flightplandatabase.com/plan/810235"
"198","•","600N14000E","LATLON","-","35,000 / 10,668","6.00000 / 140.00000","304  / 2773 nm","","https://flightplandatabase.com/plan/810235"
"199","•","GALEE","FIX","-","35,000 / 10,668","5.00000 / 143.61667","224  / 2997 nm","","https://flightplandatabase.com/plan/810235"
"200","•","500N14500E","LATLON","-","35,000 / 10,668","5.00000 / 145.00000","82  / 3080 nm","","https://flightplandatabase.com/plan/810235"
"201","•","NUTTI","FIX","-","35,000 / 10,668","5.00000 / 145.70667","42  / 3122 nm","","https://flightplandatabase.com/plan/810235"
"202","•","KISME","FIX","-","35,000 / 10,668","5.00000 / 148.09000","142  / 3265 nm","","https://flightplandatabase.com/plan/810235"
"203","•","OKOLE","FIX","-","35,000 / 10,668","6.06667 / 150.51667","158  / 3424 nm","","https://flightplandatabase.com/plan/810235"
"204","•","ADBON","FIX","A597 (AWY-LO)","35,000 / 10,668","0.00000 / 154.22833","426  / 3850 nm","","https://flightplandatabase.com/plan/810235"
"205","•","KAKOP","FIX","A597 (AWY-LO)","35,000 / 10,668","-5.65167 / 157.65000","396  / 4247 nm","","https://flightplandatabase.com/plan/810235"
"206","•","PONOK","FIX","B452 (AWY-LO)","35,000 / 10,668","-5.28500 / 158.26000","42  / 4290 nm","","https://flightplandatabase.com/plan/810235"
"207","•","MANOT","FIX","-","35,000 / 10,668","-6.71833 / 162.21167","251  / 4541 nm","","https://flightplandatabase.com/plan/810235"
"208","•","KAGLI","FIX","-","35,000 / 10,668","-7.26500 / 162.86000","50  / 4592 nm","","https://flightplandatabase.com/plan/810235"
"209","•","ATIBA","FIX","B326 (AWY-LO)","35,000 / 10,668","-3.73333 / 167.18333","334  / 4926 nm","","https://flightplandatabase.com/plan/810235"
"210","•","UPDIX","FIX","-","35,000 / 10,668","-2.54833 / 170.00000","183  / 5109 nm","","https://flightplandatabase.com/plan/810235"
"211","•","AKUMO","FIX","A584 (AWY-LO)","35,000 / 10,668","-6.24833 / 175.59167","401  / 5511 nm","","https://flightplandatabase.com/plan/810235"
"212","•","FU","NDB","A584 (AWY-LO)","0 / 0","-8.52306 / 179.20028","254  / 5766 nm","FUNAFUTI NDB","https://flightplandatabase.com/plan/810235"
"213","O","NGFU","APT","-","0 / 0","-8.52402 / 179.19680","0  / 5766 nm","Funafuti Atol Intl","https://flightplandatabase.com/plan/810235"
"214","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","- / 0 nm","YANGON INTL","https://flightplandatabase.com/plan/622096"
"215","•","PUMEK","FIX","-","35,000 / 10,668","15.91806 / 97.54636","100  / 100 nm","","https://flightplandatabase.com/plan/622096"
"216","•","BETNO","FIX","G463 (AWY-LO)","35,000 / 10,668","15.09814 / 98.19964","62  / 162 nm","","https://flightplandatabase.com/plan/622096"
"217","•","BKK","VOR","G463 (AWY-LO)","35,000 / 10,668","13.89356 / 100.59619","157  / 319 nm","BANGKOK VOR-DME","https://flightplandatabase.com/plan/622096"
"218","•","RYN","VOR","N891 (AWY-LO)","35,000 / 10,668","12.78008 / 101.67825","92  / 411 nm","RAYONG VOR-DME","https://flightplandatabase.com/plan/622096"
"219","•","ANOBO","FIX","N891 (AWY-LO)","35,000 / 10,668","11.05639 / 102.24489","108  / 520 nm","","https://flightplandatabase.com/plan/622096"
"220","•","ATVUT","FIX","N891 (AWY-LO)","35,000 / 10,668","10.63379 / 102.38278","26  / 547 nm","","https://flightplandatabase.com/plan/622096"
"221","•","BENSA","FIX","N891 (AWY-LO)","35,000 / 10,668","10.44000 / 102.44500","12  / 559 nm","","https://flightplandatabase.com/plan/622096"
"222","•","XONAN","FIX","N891 (AWY-LO)","35,000 / 10,668","9.24500 / 102.83889","75  / 634 nm","","https://flightplandatabase.com/plan/622096"
"223","•","SAMOG","FIX","N891 (AWY-LO)","35,000 / 10,668","8.00167 / 103.24000","78  / 713 nm","","https://flightplandatabase.com/plan/622096"
"224","•","IGARI","FIX","N891 (AWY-LO)","35,000 / 10,668","6.93667 / 103.58500","67  / 780 nm","","https://flightplandatabase.com/plan/622096"
"225","•","600N10500E","LATLON","-","35,000 / 10,668","6.00000 / 105.00000","101  / 881 nm","","https://flightplandatabase.com/plan/622096"
"226","•","DOLOX","FIX","-","35,000 / 10,668","4.81139 / 105.37972","74  / 956 nm","","https://flightplandatabase.com/plan/622096"
"227","•","MABLI","FIX","-","35,000 / 10,668","4.28806 / 106.21306","58  / 1015 nm","","https://flightplandatabase.com/plan/622096"
"228","•","LUSMO","FIX","-","35,000 / 10,668","3.56139 / 106.92611","61  / 1076 nm","","https://flightplandatabase.com/plan/622096"
"229","•","SABIP","FIX","-","35,000 / 10,668","2.16111 / 107.84556","100  / 1177 nm","","https://flightplandatabase.com/plan/622096"
"230","•","ATETI","FIX","-","35,000 / 10,668","1.42778 / 108.50000","59  / 1236 nm","","https://flightplandatabase.com/plan/622096"
"231","•","PNK","VOR","-","35,000 / 10,668","-0.07915 / 109.37510","104  / 1341 nm","PONTIANAK VOR-DME","https://flightplandatabase.com/plan/622096"
"232","•","OMEGA","FIX","W36 (AWY-LO)","35,000 / 10,668","-0.38333 / 111.12000","106  / 1447 nm","","https://flightplandatabase.com/plan/622096"
"233","•","NOMAD","FIX","-","35,000 / 10,668","-1.46793 / 111.59033","70  / 1518 nm","","https://flightplandatabase.com/plan/622096"
"234","•","BDM","VOR","W35 (AWY-LO)","35,000 / 10,668","-3.43680 / 114.73149","222  / 1741 nm","BANJARMASIN VOR-DME","https://flightplandatabase.com/plan/622096"
"235","•","GURNI","FIX","W35 (AWY-LO)","35,000 / 10,668","-3.98001 / 117.25226","154  / 1895 nm","","https://flightplandatabase.com/plan/622096"
"236","•","MKS","VOR","W35 (AWY-LO)","35,000 / 10,668","-5.03781 / 119.52619","150  / 2045 nm","MAKASSAR VOR-DME","https://flightplandatabase.com/plan/622096"
"237","•","RINTO","FIX","W37 (AWY-LO)","35,000 / 10,668","-6.32016 / 121.68258","150  / 2195 nm","","https://flightplandatabase.com/plan/622096"
"238","•","LUSIA","FIX","W37 (AWY-LO)","35,000 / 10,668","-7.03825 / 122.89231","84  / 2280 nm","","https://flightplandatabase.com/plan/622096"
"239","•","KO","NDB","W37 (AWY-LO)","35,000 / 10,668","-8.55211 / 125.52051","180  / 2460 nm","DILI NDB","https://flightplandatabase.com/plan/622096"
"240","•","DIL","VOR","-","35,000 / 10,668","-8.54398 / 125.52784","0  / 2461 nm","DILI VOR-DME","https://flightplandatabase.com/plan/622096"
"241","•","MAMAL","FIX","Z86 (AWY-LO)","35,000 / 10,668","-9.62944 / 126.45000","85  / 2546 nm","","https://flightplandatabase.com/plan/622096"
"242","•","IKUMA","FIX","Z86 (AWY-LO)","35,000 / 10,668","-10.43000 / 127.13500","62  / 2609 nm","","https://flightplandatabase.com/plan/622096"
"243","•","LARAB","FIX","A464 (AWY-LO)","35,000 / 10,668","-12.06778 / 129.19250","156  / 2765 nm","","https://flightplandatabase.com/plan/622096"
"244","•","AGUST","FIX","A464 (AWY-LO)","35,000 / 10,668","-13.62867 / 131.20417","150  / 2916 nm","","https://flightplandatabase.com/plan/622096"
"245","•","TN","VOR","A464 (AWY-LO)","35,000 / 10,668","-14.51917 / 132.37111","86  / 3002 nm","TINDAL VOR","https://flightplandatabase.com/plan/622096"
"246","•","MILIV","FIX","T74 (AWY-LO)","35,000 / 10,668","-16.55167 / 133.90139","150  / 3153 nm","","https://flightplandatabase.com/plan/622096"
"247","•","DOTAP","FIX","T74 (AWY-LO)","35,000 / 10,668","-20.15472 / 136.72389","269  / 3423 nm","","https://flightplandatabase.com/plan/622096"
"248","•","VINAX","FIX","T74 (AWY-LO)","35,000 / 10,668","-21.58833 / 137.89250","108  / 3531 nm","","https://flightplandatabase.com/plan/622096"
"249","•","NONET","FIX","T74 (AWY-LO)","35,000 / 10,668","-25.34028 / 141.14806","287  / 3819 nm","","https://flightplandatabase.com/plan/622096"
"250","•","KARAG","FIX","T74 (AWY-LO)","35,000 / 10,668","-29.00000 / 144.59500","286  / 4105 nm","","https://flightplandatabase.com/plan/622096"
"251","•","NYN","NDB","T74 (AWY-LO)","35,000 / 10,668","-31.55221 / 147.19483","204  / 4310 nm","NYNGAN NDB","https://flightplandatabase.com/plan/622096"
"252","•","RICNB","FIX","UH226 (AWY-LO)","35,000 / 10,668","-33.59693 / 150.77640","218  / 4529 nm","","https://flightplandatabase.com/plan/622096"
"253","•","SY","VOR","H202 (AWY-LO)","35,000 / 10,668","-33.94278 / 151.18056","28  / 4557 nm","SYDNEY VOR-DME","https://flightplandatabase.com/plan/622096"
"254","•","CAWLY","FIX","M636 (AWY-LO)","35,000 / 10,668","-34.32611 / 151.95778","44  / 4602 nm","","https://flightplandatabase.com/plan/622096"
"255","•","PLUGA","FIX","M636 (AWY-LO)","35,000 / 10,668","-35.60750 / 154.68889","154  / 4757 nm","","https://flightplandatabase.com/plan/622096"
"256","•","TILDA","FIX","M636 (AWY-LO)","35,000 / 10,668","-38.23333 / 161.89944","380  / 5138 nm","","https://flightplandatabase.com/plan/622096"
"257","•","SASRO","FIX","M636 (AWY-LO)","35,000 / 10,668","-38.58078 / 163.00000","55  / 5193 nm","","https://flightplandatabase.com/plan/622096"
"258","•","OBDEG","FIX","M636 (AWY-LO)","35,000 / 10,668","-39.53061 / 166.43403","169  / 5363 nm","","https://flightplandatabase.com/plan/622096"
"259","•","PIKAV","FIX","M636 (AWY-LO)","35,000 / 10,668","-39.85803 / 167.73606","63  / 5427 nm","","https://flightplandatabase.com/plan/622096"
"260","•","TANEN","FIX","M636 (AWY-LO)","35,000 / 10,668","-40.50747 / 170.55739","135  / 5562 nm","","https://flightplandatabase.com/plan/622096"
"261","•","WN","VOR","M636 (AWY-LO)","100 / 30","-41.33723 / 174.81696","199  / 5762 nm","WELLINGTON VOR-DME","https://flightplandatabase.com/plan/622096"
"262","O","NZWN","APT","-","0 / 0","-41.32684 / 174.80684","0  / 5762 nm","Wellington Intl","https://flightplandatabase.com/plan/622096"
"263","O","LEMD","APT","-","0 / 0","40.49540 / -3.56021","- / 0 nm","Adolfo Suarez Madrid - Barajas","https://flightplandatabase.com/plan/1402092"
"264","•","PISUS","FIX","-","35,000 / 10,668","41.19370 / -1.45500","104  / 104 nm","","https://flightplandatabase.com/plan/1402092"
"265","•","GOVIG","FIX","UN870 (AWY-HI)","35,000 / 10,668","41.24460 / -1.17136","13  / 117 nm","","https://flightplandatabase.com/plan/1402092"
"266","•","PONEN","FIX","UN870 (AWY-HI)","35,000 / 10,668","41.35390 / -0.54761","28  / 146 nm","","https://flightplandatabase.com/plan/1402092"
"267","•","SEROX","FIX","UN870 (AWY-HI)","35,000 / 10,668","41.34670 / 0.21869","34  / 181 nm","","https://flightplandatabase.com/plan/1402092"
"268","•","OSVAK","FIX","H110 (AWY-LO)","35,000 / 10,668","41.48750 / 0.51111","15  / 196 nm","","https://flightplandatabase.com/plan/1402092"
"269","•","LRD","NDB","H110 (AWY-LO)","35,000 / 10,668","41.55290 / 0.64802","7  / 204 nm","LERIDA","https://flightplandatabase.com/plan/1402092"
"270","•","REBUL","FIX","H110 (AWY-LO)","35,000 / 10,668","41.69790 / 1.11347","22  / 226 nm","","https://flightplandatabase.com/plan/1402092"
"271","•","LATRO","FIX","H110 (AWY-LO)","35,000 / 10,668","41.77160 / 1.61831","23  / 249 nm","","https://flightplandatabase.com/plan/1402092"
"272","•","MAMUK","FIX","H110 (AWY-LO)","35,000 / 10,668","41.83680 / 2.07208","20  / 270 nm","","https://flightplandatabase.com/plan/1402092"
"273","•","GIR","VOR","H110 (AWY-LO)","35,000 / 10,668","41.93120 / 2.77197","31  / 302 nm","GERONA","https://flightplandatabase.com/plan/1402092"
"274","•","BGR","VOR","H110 (AWY-LO)","35,000 / 10,668","41.94770 / 3.20886","19  / 321 nm","BAGUR","https://flightplandatabase.com/plan/1402092"
"275","•","DIBER","FIX","H110 (AWY-LO)","35,000 / 10,668","42.07970 / 4.41500","54  / 376 nm","","https://flightplandatabase.com/plan/1402092"
"276","•","SOSUR","FIX","UN870 (AWY-HI)","35,000 / 10,668","42.56020 / 4.99739","38  / 414 nm","","https://flightplandatabase.com/plan/1402092"
"277","•","TINOT","FIX","N86 (AWY-LO)","35,000 / 10,668","42.69770 / 5.31511","16  / 431 nm","","https://flightplandatabase.com/plan/1402092"
"278","•","NIBIK","FIX","UY268 (AWY-HI)","35,000 / 10,668","42.67940 / 5.38833","3  / 434 nm","","https://flightplandatabase.com/plan/1402092"
"279","•","NETUP","FIX","UZ191 (AWY-HI)","35,000 / 10,668","43.01220 / 5.80389","27  / 461 nm","","https://flightplandatabase.com/plan/1402092"
"280","•","STP","VOR","UZ191 (AWY-HI)","35,000 / 10,668","43.21950 / 6.60181","37  / 498 nm","SAINT TROPEZ","https://flightplandatabase.com/plan/1402092"
"281","•","RAPED","FIX","Y15 (AWY-LO)","35,000 / 10,668","43.37330 / 6.89333","15  / 514 nm","","https://flightplandatabase.com/plan/1402092"
"282","•","XAMAL","FIX","Y15 (AWY-LO)","35,000 / 10,668","43.47860 / 7.09444","10  / 525 nm","","https://flightplandatabase.com/plan/1402092"
"283","•","PIGOS","FIX","Y15 (AWY-LO)","35,000 / 10,668","43.62220 / 7.37111","14  / 540 nm","","https://flightplandatabase.com/plan/1402092"
"284","•","EKSID","FIX","UM985 (AWY-HI)","35,000 / 10,668","43.75690 / 7.63278","13  / 554 nm","","https://flightplandatabase.com/plan/1402092"
"285","•","NOSTA","FIX","UM985 (AWY-HI)","35,000 / 10,668","43.81940 / 7.75528","6  / 560 nm","","https://flightplandatabase.com/plan/1402092"
"286","•","ABN","NDB","UM985 (AWY-HI)","35,000 / 10,668","44.05580 / 8.22111","24  / 585 nm","ALBENGA","https://flightplandatabase.com/plan/1402092"
"287","•","IXITO","FIX","UZ388 (AWY-HI)","35,000 / 10,668","44.13470 / 8.80361","25  / 610 nm","","https://flightplandatabase.com/plan/1402092"
"288","•","OTMUV","FIX","UZ388 (AWY-HI)","35,000 / 10,668","44.19470 / 9.05472","11  / 622 nm","","https://flightplandatabase.com/plan/1402092"
"289","•","KALMO","FIX","UZ388 (AWY-HI)","35,000 / 10,668","44.32170 / 9.59417","24  / 646 nm","","https://flightplandatabase.com/plan/1402092"
"290","•","MIVKI","FIX","UM730 (AWY-HI)","35,000 / 10,668","44.22420 / 10.07060","21  / 667 nm","","https://flightplandatabase.com/plan/1402092"
"291","•","BEROK","FIX","UM730 (AWY-HI)","35,000 / 10,668","44.16560 / 10.35170","12  / 680 nm","","https://flightplandatabase.com/plan/1402092"
"292","•","RUXOL","FIX","UM730 (AWY-HI)","35,000 / 10,668","44.11530 / 10.59310","10  / 691 nm","","https://flightplandatabase.com/plan/1402092"
"293","•","BALUK","FIX","UM730 (AWY-HI)","35,000 / 10,668","44.09860 / 10.66970","3  / 694 nm","","https://flightplandatabase.com/plan/1402092"
"294","•","FRZ","VOR","UM730 (AWY-HI)","35,000 / 10,668","44.02720 / 11.00330","15  / 709 nm","FIRENZE","https://flightplandatabase.com/plan/1402092"
"295","•","VABMO","FIX","UM730 (AWY-HI)","35,000 / 10,668","43.92170 / 11.62420","27  / 737 nm","","https://flightplandatabase.com/plan/1402092"
"296","•","BAGNO","FIX","UM730 (AWY-HI)","35,000 / 10,668","43.89060 / 11.80220","7  / 745 nm","","https://flightplandatabase.com/plan/1402092"
"297","•","PIDEP","FIX","UM730 (AWY-HI)","35,000 / 10,668","43.81780 / 12.21750","18  / 763 nm","","https://flightplandatabase.com/plan/1402092"
"298","•","ASDOR","FIX","M730 (AWY-LO)","35,000 / 10,668","43.78470 / 12.39970","8  / 772 nm","","https://flightplandatabase.com/plan/1402092"
"299","•","SORUG","FIX","M730 (AWY-LO)","35,000 / 10,668","43.67850 / 12.98240","26  / 798 nm","","https://flightplandatabase.com/plan/1402092"
"300","•","BIDMA","FIX","M730 (AWY-LO)","35,000 / 10,668","43.66190 / 13.07140","3  / 802 nm","","https://flightplandatabase.com/plan/1402092"
"301","•","ANC","VOR","M730 (AWY-LO)","35,000 / 10,668","43.58640 / 13.47110","17  / 820 nm","ANCONA","https://flightplandatabase.com/plan/1402092"
"302","•","LISKO","FIX","UM730 (AWY-HI)","35,000 / 10,668","43.57140 / 14.13220","28  / 848 nm","","https://flightplandatabase.com/plan/1402092"
"303","•","TORPO","FIX","UM730 (AWY-HI)","35,000 / 10,668","43.56420 / 14.42470","12  / 861 nm","","https://flightplandatabase.com/plan/1402092"
"304","•","UMSON","FIX","UM730 (AWY-HI)","35,000 / 10,668","43.51920 / 15.76750","58  / 920 nm","","https://flightplandatabase.com/plan/1402092"
"305","•","SPL","DME","UM730 (AWY-HI)","35,000 / 10,668","43.49660 / 16.30470","23  / 943 nm","SPLIT VOR-DME","https://flightplandatabase.com/plan/1402092"
"306","•","DIXUM","FIX","UM730 (AWY-HI)","35,000 / 10,668","43.49580 / 17.19940","38  / 982 nm","","https://flightplandatabase.com/plan/1402092"
"307","•","OSLUD","FIX","UM730 (AWY-HI)","35,000 / 10,668","43.47720 / 18.78720","69  / 1051 nm","","https://flightplandatabase.com/plan/1402092"
